hsn_code,name,category,category_code
72111460,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN HOT-ROLLED : OTHER, OF A THICKNESS OF 4.75 MM OR MORE : SKELP",Iron and Steel,72
72111490,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN HOT-ROLLED : OTHER, OF A THICKNESS OF 4.75 MM OR MORE : OTHER",Iron and Steel,72
721119,Other,Iron and Steel,72
72111910,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN HOT-ROLLED : OTHER : FLATS",Iron and Steel,72
72111920,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN HOT-ROLLED : OTHER : UNIVERSAL PLATES",Iron and Steel,72
72111930,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN HOT-ROLLED : OTHER : HOOPS",Iron and Steel,72
72111940,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN HOT-ROLLED : OTHER : SHEETS",Iron and Steel,72
72111950,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN HOT-ROLLED : OTHER : STRIP",Iron and Steel,72
72111960,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN HOT-ROLLED : OTHER : SKELP",Iron and Steel,72
72111990,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN HOT-ROLLED : OTHER : OTHER",Iron and Steel,72
721123,Containing by weight less than 0.20% of carbon,Iron and Steel,72
72112310,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : CONTAINING BY WEIGHT LESS THAN 0.25% OF CARBON: FLATS",Iron and Steel,72
72112320,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : CONTAINING BY WEIGHT LESS THAN 0.25% OF CARBON: UNIVERSAL PLATES",Iron and Steel,72
72112330,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : CONTAINING BY WEIGHT LESS THAN 0.25% OF CARBON: HOOPS",Iron and Steel,72
72112340,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : CONTAINING BY WEIGHT LESS THAN 0.25% OF CARBON: SHEETS",Iron and Steel,72
72112350,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : CONTAINING BY WEIGHT LESS THAN 0.25% OF CARBON: STRIP",Iron and Steel,72
72112390,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : CONTAINING BY WEIGHT LESS THAN 0.25% OF CARBON: OTHER",Iron and Steel,72
721129,Other,Iron and Steel,72
72112910,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : OTHER : FLATS",Iron and Steel,72
72112920,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : OTHER : UNIVERSAL PLATES",Iron and Steel,72
72112930,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : OTHER : HOOPS",Iron and Steel,72
72112940,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : OTHER : SHEETS",Iron and Steel,72
72112950,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : OTHER : STRIP",Iron and Steel,72
72112960,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : OTHER : SKELP",Iron and Steel,72
72112990,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - NOT FURTHER WORKED THAN COLD-ROLLED (COLD-REDUCED) : OTHER : OTHER",Iron and Steel,72
721190,Other,Iron and Steel,72
72119011,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - OTHER : UNIVERSAL PLATES : OF BOILER QUALITY",Iron and Steel,72
72119012,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - OTHER : UNIVERSAL PLATES : OF HIGH TENSILE QUALITY",Iron and Steel,72
72119013,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - OTHER : UNIVERSAL PLATES : OF SHIP BUILDING QUALITY",Iron and Steel,72
72119090,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, NOT CLAD, PLATED OR COATED - OTHER : OTHER",Iron and Steel,72
7212,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED",Iron and Steel,72
721210,Plated or coated with tin,Iron and Steel,72
72121010,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - PLATED OR COATED WITH TIN : OTS OR MR TYPE",Iron and Steel,72
72121090,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - PLATED OR COATED WITH TIN : OTHER",Iron and Steel,72
721220,Electrolytically plated or coated with zinc :,Iron and Steel,72
72122010,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - ELECTROLYTICALLY PLATED OR COATED WITH ZINC : CORRUGATED",Iron and Steel,72
72122090,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - ELECTROLYTICALLY PLATED OR COATED WITH ZINC : OTHER",Iron and Steel,72
72122091,Galvannealed,Iron and Steel,72
721230,Otherwise plated or coated with zinc :,Iron and Steel,72
72123010,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - OTHERWISE PLATED OR COATED WITH ZINC : CORRUGATED",Iron and Steel,72
72123090,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - OTHERWISE PLATED OR COATED WITH ZINC : OTHER",Iron and Steel,72
72123091,Galvannealed,Iron and Steel,72
72123099,Other,Iron and Steel,72
721240,"IRON AND STEEL~Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated~Painted, varnished or coated with plastics",Iron and Steel,72
72124000,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - PAINTED, VARNISHED OR COATED WITH PLASTICS",Iron and Steel,72
721250,Otherwise plated or coated,Iron and Steel,72
72125010,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - OTHERWISE PLATED OR COATED : PLATED OR COATED WITH LEAD",Iron and Steel,72
72125020,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - OTHERWISE PLATED OR COATED : LACQUERED",Iron and Steel,72
72125030,Plated or coated with aluminium,Iron and Steel,72
72125040,Plated or coated with aluminium-zinc alloys,Iron and Steel,72
72125090,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - OTHERWISE PLATED OR COATED : OTHER",Iron and Steel,72
721260,"IRON AND STEEL~Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated~Clad",Iron and Steel,72
72126000,"FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF LESS THAN 600 MM, CLAD, PLATED OR COATED - CLAD",Iron and Steel,72
7213,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL",Iron and Steel,72
721310,"Containing indentations, ribs, grooves or other deformations produced during the rolling process",Iron and Steel,72
72131010,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - CONTAINING INDENTATIONS, RIBS, GROOVES OR OTHER DEFORMATIONS PRODUCED DURING THE ROLLING PROCESS : OF FREE CUTTING STEEL",Iron and Steel,72
72131090,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - CONTAINING INDENTATIONS, RIBS, GROOVES OR OTHER DEFORMATIONS PRODUCED DURING THE ROLLING PROCESS : OTHER",Iron and Steel,72
721320,"Other, of free-cutting steel",Iron and Steel,72
72132010,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER, OF FREE-CUTTING STEEL : ELECTRODE QUALITY",Iron and Steel,72
72132020,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER, OF FREE-CUTTING STEEL : COLD HEADING QUALITY",Iron and Steel,72
72132090,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER, OF FREE-CUTTING STEEL : OTHER",Iron and Steel,72
721391,Of circular cross-section measuring less than 14 mm in diameter,Iron and Steel,72
72139110,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OF CIRCULAR CROSS-SECTION MEASURING LESS THAN 14 MM IN DIAMETER : ELECTRODE QUALITY",Iron and Steel,72
72139120,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OF CIRCULAR CROSS-SECTION MEASURING LESS THAN 14 MM IN DIAMETER : COLD HEADING QUALITY",Iron and Steel,72
72139190,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OF CIRCULAR CROSS-SECTION MEASURING LESS THAN 14 MM IN DIAMETER : OTHER",Iron and Steel,72
721399,Other,Iron and Steel,72
72139910,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : ELECTRODE QUALITY",Iron and Steel,72
72139920,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : COLD HEADING QUALITY",Iron and Steel,72
72139990,"BARS AND RODS, HOT-ROLLED, IN IRREGULARLY WOUND COILS, OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : OTHER",Iron and Steel,72
7214,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOTROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING",Iron and Steel,72
721410,Forged,Iron and Steel,72
72141010,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - FORGED : SPRING STEEL QUALITY",Iron and Steel,72
72141090,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - FORGED : OTHER",Iron and Steel,72
721420,"Containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",Iron and Steel,72
72142010,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - CONTAINING INDENTATIONS, RIBS, GROOVES OR OTHER DEFORMATIONS PRODUCED DURING THE ROLLING PR...",Iron and Steel,72
72142090,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - CONTAINING INDENTATIONS, RIBS, GROOVES OR OTHER DEFORMATIONS PRODUCED DURING THE ROLLING PR...",Iron and Steel,72
721430,"IRON AND STEEL~Other bars and rods of iron or non-alloy steel, not further worked than forged, hot- rolled, hot-drawn or hot-extruded, but including those twisted after rolling~Other, of free cutting steel",Iron and Steel,72
72143000,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - OTHER, OF FREE CUTTING STEEL",Iron and Steel,72
721491,Of rectangular (other than square) cross-section,Iron and Steel,72
72149110,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - OTHER : OF RECTANGULAR (OTHER THAN SQUARE) CROSS-SECTION : MILD STEEL BRIGHT BAR",Iron and Steel,72
72149190,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - OTHER : OF RECTANGULAR (OTHER THAN SQUARE) CROSS-SECTION : OTHER",Iron and Steel,72
721499,Other,Iron and Steel,72
72149910,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - OTHER : OTHER : OF SPRING STEEL QUALITY",Iron and Steel,72
72149990,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL, NOT FURTHER WORKED THAN FORGED, HOT-ROLLED, HOT-DRAWN OR HOT-EXTRUDED, BUT INCLUDING THOSE TWISTED AFTER ROLLING - OTHER : OTHER : OTHER",Iron and Steel,72
7215,OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL,Iron and Steel,72
721510,"IRON AND STEEL~Other bars and rods of iron or non-alloy steel~Of free-cutting steel, not further worked than cold-formed or cold-finished",Iron and Steel,72
72151000,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OF FREE-CUTTING STEEL, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED",Iron and Steel,72
721550,"Other, not further worked than cold-formed or cold-finished",Iron and Steel,72
72155010,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OTHER, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED : MILD STEEL BRIGHT BAR",Iron and Steel,72
72155090,"OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OTHER, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED : OTHER",Iron and Steel,72
721590,Other,Iron and Steel,72
72159010,OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OTHER : PLATED OR COATED WITH ZINC,Iron and Steel,72
72159020,OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OTHER : PLATED OR COATED WITH OTHER BASE METALS,Iron and Steel,72
72159090,OTHER BARS AND RODS OF IRON OR NON-ALLOY STEEL - OTHER : OTHER,Iron and Steel,72
7216,"ANGLES, SHAPES AND SECTIONS OF IRON OR NONALLOY STEEL",Iron and Steel,72
721610,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~U, I or H sections, not further worked than hot- rolled,hot-drawn or extruded, of a height of less than 80 mm",Iron and Steel,72
72161000,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL U, I OR H SECTIONS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED, OF A HEIGHT OF LESS THAN 80 MM",Iron and Steel,72
721621,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~L sections",Iron and Steel,72
72162100,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - L OR T SECTIONS, NOT FURTHER WORKED THAN HOTROLLED, HOT-DRAWN OR EXTRUDED, OF A HEIGHT OF LESS THAN 80 MM : L SECTIONS",Iron and Steel,72
721622,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~T sections",Iron and Steel,72
72162200,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - L OR T SECTIONS, NOT FURTHER WORKED THAN HOTROLLED, HOT-DRAWN OR EXTRUDED, OF A HEIGHT OF LESS THAN 80 MM : T SECTIONS",Iron and Steel,72
721631,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~U sections",Iron and Steel,72
72163100,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - U, I OR H SECTIONS, NOT FURTHER WORKED THAN HOTROLLED, HOT-DRAWN OR EXTRUDED OF A HEIGHT OF 80 MM OR MORE : U SECTIONS",Iron and Steel,72
721632,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~I sections",Iron and Steel,72
72163200,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - U, I OR H SECTIONS, NOT FURTHER WORKED THAN HOTROLLED, HOT-DRAWN OR EXTRUDED OF A HEIGHT OF 80 MM OR MORE : I SECTIONS",Iron and Steel,72
721633,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~H sections",Iron and Steel,72
72163300,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - U, I OR H SECTIONS, NOT FURTHER WORKED THAN HOTROLLED, HOT-DRAWN OR EXTRUDED OF A HEIGHT OF 80 MM OR MORE : H SECTIONS",Iron and Steel,72
721640,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more",Iron and Steel,72
72164000,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - L OR T SECTIONS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED, OF A HEIGHT OF 80 MM OR MORE",Iron and Steel,72
721650,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded",Iron and Steel,72
72165000,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER ANGLES, SHAPES AND SECTIONS, NOT FURTHER WORKED THAN HOT-ROLLED, HOT-DRAWN OR EXTRUDED",Iron and Steel,72
721661,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~Obtained from flat-rolled products",Iron and Steel,72
72166100,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - ANGLES, SHAPES AND SECTIONS, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED : OBTAINED FROM FLAT-ROLLED PRODUCTS",Iron and Steel,72
721669,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~Other",Iron and Steel,72
72166900,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - ANGLES, SHAPES AND SECTIONS, NOT FURTHER WORKED THAN COLD-FORMED OR COLD-FINISHED : OTHER",Iron and Steel,72
721691,"IRON AND STEEL~Angles, shapes and sections of iron or non-alloy steel~Cold-formed or cold-finished from flat rolled products",Iron and Steel,72
72169100,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: COLD-FORMED OR COLD-FINISHED FROM FLAT ROLLED PRODUCTS",Iron and Steel,72
721699,Other,Iron and Steel,72
72169910,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: OTHER : PLATED OR COATED WITH ZINC",Iron and Steel,72
72169920,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: OTHER : PLATED OR COATED WITH BASE METALS OTHER THAN ZINC",Iron and Steel,72
72169930,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: OTHER : SLOTTED ANGLES AND SLOTTED CHANNELS",Iron and Steel,72
72169940,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: OTHER : FORGED",Iron and Steel,72
72169990,"ANGLES, SHAPES AND SECTIONS OF IRON OR NON-ALLOY STEEL - OTHER: OTHER : OTHER",Iron and Steel,72
7217,WIRE OF IRON OR NON-ALLOY STEEL,Iron and Steel,72
721710,"Not plated or coated, whether or not polished",Iron and Steel,72
72171010,"WIRE OF IRON OR NON-ALLOY STEEL - NOT PLATED OR COATED, WHETHER OR NOT POLISHED : OF A THICKNESS OF 18 SWG AND BELOW",Iron and Steel,72
72171020,"WIRE OF IRON OR NON-ALLOY STEEL - NOT PLATED OR COATED, WHETHER OR NOT POLISHED : OF A THICKNESS ABOVE 18 SWG BUT UP TO 26 SWG",Iron and Steel,72
72171030,"WIRE OF IRON OR NON-ALLOY STEEL - NOT PLATED OR COATED, WHETHER OR NOT POLISHED : OF A THICKNESS ABOVE 26 SWG",Iron and Steel,72
721720,Plated or coated with zinc,Iron and Steel,72
72172010,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH ZINC : OF A THICKNESS OF 18 SWG AND BELOW,Iron and Steel,72
72172020,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH ZINC : OF A THICKNESS ABOVE 18 SWG BUT UP TO 26 SWG,Iron and Steel,72
72172030,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH ZINC : OF A THICKNESS ABOVE 26 SWG,Iron and Steel,72
721730,Plated or coated with other base metals,Iron and Steel,72
72173010,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH OTHER BASE METALS : OF A THICKNESS OF 18 SWG AND BELOW,Iron and Steel,72
72173020,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH OTHER BASE METALS : OF A THICKNESS ABOVE 18 SWG BUT UP TO 26 SWG,Iron and Steel,72
72173030,WIRE OF IRON OR NON-ALLOY STEEL - PLATED OR COATED WITH OTHER BASE METALS : OF A THICKNESS ABOVE 26 SWG,Iron and Steel,72
721790,Other,Iron and Steel,72
72179011,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRE : OF CROSS SECTION HALF ROUND,Iron and Steel,72
72179012,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRE : OF CROSS SECTION FLAT AND RECTANGULAR,Iron and Steel,72
72179013,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRE : OF CROSS SECTION `Z SHAPED,Iron and Steel,72
72179019,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : SHAPED AND PROFILED WIRE : OF CROSS SECTION OTHER SHAPES,Iron and Steel,72
72179091,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : HIGH TENSILE QUALITY,Iron and Steel,72
72179092,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : ELECTRODE QUALITY,Iron and Steel,72
72179093,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : ELECTRIC RESISTANCE WIRE (INCLUDING ELECTRIC RESISTANCE HEATING WIRE),Iron and Steel,72
72179099,WIRE OF IRON OR NON-ALLOY STEEL - OTHER : OTHER : OTHER,Iron and Steel,72
7218,STAINLESS STEEL IN INGOTS OR OTHER PRIMARY FORMS; SEMI-FINISHED PRODUCTS OF STAINLESS STEEL,Iron and Steel,72
721810,IRON AND STEEL~Stainless steel in ingots or other primary forms; semi-finished products of stainless,Iron and Steel,72
72181000,STAINLESS STEEL IN INGOTS OR OTHER PRIMARY FORMS; SEMIFINISHED PRODUCTS OF STAINLESS STEEL - INGOTS AND OTHER PRIMARY FORMS,Iron and Steel,72
721891,IRON AND STEEL~Stainless steel in ingots or other primary forms; semi-finished products of stainless,Iron and Steel,72
72189100,STAINLESS STEEL IN INGOTS OR OTHER PRIMARY FORMS; SEMIFINISHED PRODUCTS OF STAINLESS STEEL - OTHER : OF RECTANGULAR (OTHER THAN SQUARE) CROSS-SECTION,Iron and Steel,72
721899,Other,Iron and Steel,72
72189910,STAINLESS STEEL IN INGOTS OR OTHER PRIMARY FORMS; SEMIFINISHED PRODUCTS OF STAINLESS STEEL - OTHER : OTHER : BILLETS,Iron and Steel,72
